change_request_id,sprint_id,sprint_name,release_id,work_item_id,work_item_name,work_item_level,item_type,story_points,priority,request_date,days_into_sprint,sprint_progress_pct,original_estimate_hours,rework_hours,actual_hours,base_effort_hours,impacted_effort_hours,remaining_capacity_hours,caused_spillover,delay_days_caused,delay_severity,complexity_score,predicted_risk_proxy,sprint_task_load,team_capacity_hours,team_headcount,base_remaining_capacity_hours,utilisation_factor,timing_penalty,priority_multiplier,recommendation
CR_019148,1448,Sprint 18 - Congo - Release X+8,REL_X+8,5777,Backend API development,Task,Task,2,High,2025-08-15,2,20.0,10,3,12,12,14.2,37.7,0,0.0,On Time,2,3.3,4.0,160,4,128.0,0.7055204814769321,1.14,0.9,Accept in current sprint
CR_019149,318,Sprint 6 - Mississippi - Release X+3,REL_X+3,3451,Back end development task -1,Task,Task,2,High,2024-05-06,6,60.0,11,3,13,13,19.2,48.7,0,0.0,On Time,2,7.3,1.0,400,10,160.0,0.6958684018548404,1.42,0.9,Accept in current sprint
CR_019150,357,Sprint 19 - Waikato - Release X+3,REL_X+3,3201,Android development task -1,Task,Task,1,Low,2024-09-14,7,70.0,4,1,4,4,1.9,7.7,0,0.0,On Time,1,7.8,4.553734061930784,120,3,36.00000000000001,0.7865889004902556,1.49,0.3,Accept in current sprint
CR_019151,1443,Sprint 13 - Congo - Release X+8,REL_X+8,5082,Sign Up,Business Story,Business Story,11,Medium,2025-07-01,7,70.0,62,0,62,62,102.3,16.5,1,45.0,Critical,11,12.8,4.553734061930784,160,4,48.00000000000001,0.655732892352746,1.49,0.6,Split scope or escalate
CR_019152,582,Sprint 10 - Ganga - Release X+4,REL_X+4,1484,Payment Validation,Business Story,Business Story,9,Low,2024-08-25,7,70.0,49,10,53,53,40.1,12.1,1,18.5,Moderate,9,11.8,3.0,200,5,60.00000000000001,0.7990969707501872,1.49,0.3,Split scope or escalate
CR_019153,151,Sprint 21 - Waikato - Release X+2,REL_X+2,6080,Sign Up,Business Story,Business Story,11,High,2024-07-22,3,30.0,75,13,76,76,152.8,28.7,1,45.0,Critical,11,8.8,4.553734061930784,120,3,84.0,0.6585594115408417,1.21,0.9,Split scope or escalate
CR_019154,1050,Sprint 10 - Amazon - Release X+7,REL_X+7,4398,QA Android,Task,Task,3,Medium,2025-03-17,1,10.0,13,1,14,14,11.1,59.0,0,0.0,On Time,3,2.8,4.553734061930784,240,6,216.0,0.7269916196020941,1.07,0.6,Accept in current sprint
CR_019155,1740,Sprint 24 - Yangtze - Release X+10,REL_X+10,2688,iOS UI implementation,Task,Task,2,Medium,2026-03-07,6,60.0,11,3,13,13,12.8,35.2,0,0.0,On Time,2,7.3,5.0,320,8,128.0,0.7250206703131435,1.42,0.6,Accept in current sprint
CR_019156,1237,Sprint 15 - Congo - Release X+7,REL_X+7,4662,QA Android,Task,Task,2,Low,2025-05-06,1,10.0,9,0,9,9,3.3,57.2,0,0.0,On Time,2,2.3,11.0,160,4,144.0,0.602822679454411,1.07,0.3,Accept in current sprint
CR_019157,1305,Sprint 5 - Yangtze - Release X+8,REL_X+8,5479,QA Android,Task,Task,1,High,2025-04-10,5,50.0,6,1,7,7,9.2,54.0,0,0.0,On Time,1,5.8,2.0,320,8,160.0,0.662315212356969,1.35,0.9,Accept in current sprint
CR_019158,740,Sprint 12 - Mississippi - Release X+5,REL_X+5,2283,Android UI implementation,Task,Task,3,Low,2024-11-19,3,30.0,19,3,20,20,8.9,60.8,0,0.0,On Time,3,4.8,4.553734061930784,400,10,280.0,0.782731747391201,1.21,0.3,Accept in current sprint
CR_019159,20,Sprint 20 - Amazon - Release X+2,REL_X+2,1474,QA Android,Task,Task,1,Low,2024-07-12,3,30.0,5,0,5,5,2.0,46.2,0,0.0,On Time,1,3.8,1.0,240,6,168.0,0.7250180284217709,1.21,0.3,Accept in current sprint
CR_019160,1022,Sprint 8 - Congo - Release X+6,REL_X+6,6180,Environment setup,Task,Task,1,Low,2024-12-20,4,40.0,4,1,4,4,1.7,28.4,0,0.0,On Time,1,4.8,4.0,160,4,96.0,0.7045166404168919,1.28,0.3,Accept in current sprint
CR_019161,390,Sprint 26 - Ganga - Release X+3,REL_X+3,7660,Error Handling,User Story,User Story,6,Critical,2024-11-17,1,10.0,38,9,38,38,71.3,63.8,1,3.6,Minor,6,4.3,4.0,200,5,180.0,0.6455185857683781,1.07,1.2,Split scope or escalate
CR_019162,1150,Sprint 6 - Mississippi - Release X+7,REL_X+7,1509,QA Android,Task,Task,1,Low,2025-02-07,3,30.0,4,0,4,4,1.6,72.0,0,0.0,On Time,1,3.8,8.0,400,10,280.0,0.7428350396169014,1.21,0.3,Accept in current sprint
CR_019163,1530,Sprint 22 - Yangtze - Release X+9,REL_X+9,1431,Back end development task -1,Task,Task,1,Low,2025-12-07,6,60.0,6,0,6,6,2.8,36.5,0,0.0,On Time,1,6.8,4.553734061930784,320,8,128.0,0.7148180471705868,1.42,0.3,Accept in current sprint
CR_019164,846,Sprint 14 - Amazon - Release X+6,REL_X+6,4679,QA iOS,Task,Task,2,Low,2025-02-15,1,10.0,13,2,13,13,4.8,44.6,0,0.0,On Time,2,2.3,2.0,240,6,216.0,0.7936409803538542,1.07,0.3,Accept in current sprint
CR_019165,536,Sprint 16 - Mississippi - Release X+4,REL_X+4,3553,Android development task -1,Task,Task,1,Critical,2024-10-26,9,90.0,4,1,5,5,10.5,11.9,0,0.0,On Time,1,9.8,8.0,400,10,39.99999999999999,0.7029113579572085,1.63,1.2,Accept in current sprint
CR_019166,377,Sprint 13 - Ganga - Release X+3,REL_X+3,5008,QA iOS,Task,Task,1,Low,2024-07-10,1,10.0,5,1,5,5,1.7,46.3,0,0.0,On Time,1,1.8,5.0,200,5,180.0,0.742662509866719,1.07,0.3,Accept in current sprint
CR_019167,991,Sprint 3 - Ganga - Release X+6,REL_X+6,7831,Password Reset,Business Story,Business Story,10,Critical,2024-10-30,3,30.0,52,10,58,58,149.0,53.7,0,0.0,On Time,10,8.3,4.0,200,5,140.0,0.6164355987742013,1.21,1.2,Accept in current sprint
CR_019168,1237,Sprint 15 - Congo - Release X+7,REL_X+7,4038,Error Handling,User Story,User Story,5,Medium,2025-05-09,4,40.0,20,4,20,20,21.3,38.1,0,0.0,On Time,5,6.8,11.0,160,4,96.0,0.6028938652941858,1.28,0.6,Accept in current sprint
CR_019169,609,Sprint 11 - Congo - Release X+4,REL_X+4,6798,Email Verification,Business Story,Business Story,10,High,2024-09-06,9,90.0,43,1,44,44,114.2,4.5,1,45.0,Critical,10,14.3,4.553734061930784,160,4,15.999999999999996,0.7165578489676983,1.63,0.9,Defer to next sprint
CR_019170,1764,Sprint 22 - Yenisei - Release X+10,REL_X+10,6981,Payment Confirmation,User Story,User Story,5,Medium,2026-02-13,4,40.0,35,6,39,39,41.5,86.3,0,0.0,On Time,5,6.8,4.553734061930784,360,9,216.0,0.600440512654571,1.28,0.6,Accept in current sprint
CR_019171,905,Sprint 21 - Yangtze - Release X+6,REL_X+6,3556,iOS development task 1,Task,Task,1,Critical,2025-04-28,3,30.0,6,0,6,6,9.4,69.5,0,0.0,On Time,1,3.8,2.0,320,8,224.0,0.6899485128096929,1.21,1.2,Accept in current sprint
CR_019172,650,Sprint 26 - Amazon - Release X+5,REL_X+5,7818,Android development task -1,Task,Task,3,Critical,2025-04-11,6,60.0,14,4,18,18,37.8,21.4,0,0.0,On Time,3,7.8,2.0,240,6,96.0,0.7770966184465242,1.42,1.2,Accept in current sprint
CR_019173,324,Sprint 12 - Mississippi - Release X+3,REL_X+3,5961,Back end development task -1,Task,Task,2,Critical,2024-07-06,7,70.0,8,0,8,8,16.5,42.5,0,0.0,On Time,2,8.3,2.0,400,10,120.00000000000001,0.6457918641202034,1.49,1.2,Accept in current sprint
CR_019174,294,Sprint 8 - Yenisei - Release X+3,REL_X+3,4895,QA Android,Task,Task,2,Medium,2024-05-22,2,20.0,9,0,9,9,7.1,99.9,0,0.0,On Time,2,3.3,4.553734061930784,360,9,288.0,0.6532964979845678,1.14,0.6,Accept in current sprint
CR_019175,1199,Sprint 3 - Ganga - Release X+7,REL_X+7,4245,iOS UI implementation,Task,Task,2,High,2025-01-14,9,90.0,12,2,12,12,20.3,6.0,1,7.7,Moderate,2,10.3,4.553734061930784,200,5,19.999999999999996,0.7009099393224245,1.63,0.9,Defer to next sprint
CR_019176,163,Sprint 7 - Ganga - Release X+2,REL_X+2,3453,Android UI implementation,Task,Task,1,High,2024-03-06,5,50.0,6,1,7,7,9.2,30.2,0,0.0,On Time,1,5.8,4.553734061930784,200,5,100.0,0.6978082781487864,1.35,0.9,Accept in current sprint
CR_019177,185,Sprint 3 - Congo - Release X+2,REL_X+2,4323,Environment setup,Task,Task,2,Medium,2024-01-25,4,40.0,10,3,13,13,11.5,31.5,0,0.0,On Time,2,5.3,7.0,160,4,96.0,0.6715763547968129,1.28,0.6,Accept in current sprint
CR_019178,517,Sprint 23 - Yenisei - Release X+4,REL_X+4,2576,Email Verification,Business Story,Business Story,10,Low,2025-01-04,9,90.0,54,13,67,67,58.0,14.2,1,16.7,Moderate,10,14.3,4.553734061930784,360,9,35.99999999999999,0.6058290142593429,1.63,0.3,Defer to next sprint
CR_019179,375,Sprint 11 - Ganga - Release X+3,REL_X+3,4897,Make a transfer,User Story,User Story,6,Medium,2024-06-25,6,60.0,32,2,32,32,39.8,16.7,1,10.8,Moderate,6,9.3,4.553734061930784,200,5,80.0,0.7906657809182558,1.42,0.6,Split scope or escalate
CR_019180,937,Sprint 1 - Mississippi - Release X+6,REL_X+6,1111,QA Testing,Task,Task,2,Critical,2024-10-14,7,70.0,14,2,15,15,30.9,40.7,0,0.0,On Time,2,8.3,4.553734061930784,400,10,120.00000000000001,0.6605876360555453,1.49,1.2,Accept in current sprint
CR_019181,805,Sprint 25 - Ganga - Release X+5,REL_X+5,3224,Android development task -1,Task,Task,1,Low,2025-03-31,5,50.0,6,0,6,6,2.6,27.7,0,0.0,On Time,1,5.8,4.553734061930784,200,5,100.0,0.7227886436231648,1.35,0.3,Accept in current sprint
CR_019182,159,Sprint 3 - Ganga - Release X+2,REL_X+2,7511,iOS UI implementation,Task,Task,2,Critical,2024-01-22,1,10.0,13,2,15,15,22.2,40.1,0,0.0,On Time,2,2.3,1.0,200,5,180.0,0.7772618528340527,1.07,1.2,Accept in current sprint
CR_019183,1213,Sprint 17 - Ganga - Release X+7,REL_X+7,595,QA Testing,Task,Task,2,Critical,2025-06-01,7,70.0,8,1,9,9,18.6,20.8,0,0.0,On Time,2,8.3,4.0,200,5,60.00000000000001,0.6525472149265513,1.49,1.2,Accept in current sprint
CR_019184,679,Sprint 3 - Yangtze - Release X+5,REL_X+5,4212,QA iOS,Task,Task,2,High,2024-08-20,2,20.0,10,3,10,10,11.8,101.1,0,0.0,On Time,2,3.3,4.553734061930784,320,8,256.0,0.6051233347283568,1.14,0.9,Accept in current sprint
CR_019185,10,Sprint 10 - Amazon - Release X+2,REL_X+2,2026,Payment Confirmation,User Story,User Story,5,Low,2024-04-01,1,10.0,25,7,28,28,12.4,62.3,0,0.0,On Time,5,3.8,5.0,240,6,216.0,0.7115919828725519,1.07,0.3,Accept in current sprint
CR_019186,1833,Sprint 13 - Ganga - Release X+10,REL_X+10,5251,QA iOS,Task,Task,3,High,2025-11-16,5,50.0,21,0,21,21,31.4,39.2,0,0.0,On Time,3,6.8,4.553734061930784,200,5,100.0,0.6082104343082931,1.35,0.9,Accept in current sprint
CR_019187,679,Sprint 3 - Yangtze - Release X+5,REL_X+5,4950,iOS UI implementation,Task,Task,2,Medium,2024-08-20,2,20.0,14,4,14,14,11.0,92.9,0,0.0,On Time,2,3.3,4.553734061930784,320,8,256.0,0.6371710156503866,1.14,0.6,Accept in current sprint
CR_019188,629,Sprint 5 - Amazon - Release X+5,REL_X+5,7706,Display Card Screen,User Story,User Story,5,Critical,2024-09-15,8,80.0,20,2,22,22,57.0,14.9,1,20.4,Severe,5,10.8,4.553734061930784,240,6,47.999999999999986,0.6892121313995154,1.56,1.2,Defer to next sprint
CR_019189,1394,Sprint 16 - Waikato - Release X+8,REL_X+8,5983,Back end development task -2,Task,Task,1,Critical,2025-07-26,2,20.0,4,0,4,4,5.9,37.0,0,0.0,On Time,1,2.8,1.0,120,3,96.0,0.6145125475376202,1.14,1.2,Accept in current sprint
CR_019190,1126,Sprint 8 - Yenisei - Release X+7,REL_X+7,187,Back end development task -1,Task,Task,2,Low,2025-03-01,5,50.0,10,2,12,12,5.6,36.2,0,0.0,On Time,2,6.3,5.0,360,9,180.0,0.7989669419409631,1.35,0.3,Accept in current sprint
CR_019191,511,Sprint 17 - Yenisei - Release X+4,REL_X+4,3668,iOS development task 1,Task,Task,2,Medium,2024-11-02,6,60.0,8,2,8,8,7.9,50.0,0,0.0,On Time,2,7.3,9.0,360,9,144.0,0.6529565737125067,1.42,0.6,Accept in current sprint
CR_019192,1487,Sprint 5 - Nile - Release X+9,REL_X+9,4126,Payment Confirmation,User Story,User Story,3,High,2025-06-22,8,80.0,18,1,19,19,32.8,15.2,0,0.0,On Time,3,9.8,7.0,280,7,55.999999999999986,0.728447226104219,1.56,0.9,Accept in current sprint
CR_019193,992,Sprint 4 - Ganga - Release X+6,REL_X+6,97,Backend API development,Task,Task,2,High,2024-11-10,4,40.0,13,2,13,13,17.3,43.7,1,0.0,On Time,2,5.3,1.0,200,5,120.0,0.6354293629929834,1.28,0.9,Split scope or escalate
CR_019194,1142,Sprint 24 - Yenisei - Release X+7,REL_X+7,3312,Back end development task -1,Task,Task,1,Low,2025-08-08,5,50.0,4,0,4,4,1.7,59.2,0,0.0,On Time,1,5.8,4.553734061930784,360,9,180.0,0.6712825421152916,1.35,0.3,Accept in current sprint
CR_019195,1191,Sprint 21 - Waikato - Release X+7,REL_X+7,4612,Back end development task -1,Task,Task,1,Critical,2025-07-13,9,90.0,4,1,4,4,8.4,4.3,1,4.9,Minor,1,9.8,4.553734061930784,120,3,11.999999999999996,0.638436762181041,1.63,1.2,Defer to next sprint
CR_019196,1399,Sprint 21 - Waikato - Release X+8,REL_X+8,1591,Environment setup,Task,Task,1,Critical,2025-09-16,4,40.0,4,1,5,5,8.3,26.9,0,0.0,On Time,1,4.8,4.553734061930784,120,3,72.0,0.626016623066591,1.28,1.2,Accept in current sprint
CR_019197,1485,Sprint 3 - Nile - Release X+9,REL_X+9,1090,Back end development task -1,Task,Task,1,Critical,2025-05-29,4,40.0,4,1,5,5,8.3,65.8,0,0.0,On Time,1,4.8,4.553734061930784,280,7,168.0,0.6084223208221682,1.28,1.2,Accept in current sprint
CR_019198,1649,Sprint 11 - Congo - Release X+9,REL_X+9,5800,Back end development task -2,Task,Task,1,High,2025-08-18,5,50.0,4,0,4,4,5.2,25.7,0,0.0,On Time,1,5.8,3.0,160,4,80.0,0.6786960566022254,1.35,0.9,Accept in current sprint
CR_019199,931,Sprint 21 - Yenisei - Release X+6,REL_X+6,355,QA Android,Task,Task,1,Low,2025-05-03,8,80.0,4,1,4,4,2.0,26.9,0,0.0,On Time,1,8.8,3.0,360,9,71.99999999999999,0.6260065016203941,1.56,0.3,Accept in current sprint
CR_019200,1135,Sprint 17 - Yenisei - Release X+7,REL_X+7,113,iOS development task 1,Task,Task,1,High,2025-05-27,2,20.0,4,1,5,5,5.5,113.8,0,0.0,On Time,1,2.8,2.0,360,9,288.0,0.6048125497016659,1.14,0.9,Accept in current sprint
CR_019201,807,Sprint 1 - Congo - Release X+5,REL_X+5,2050,QA iOS,Task,Task,3,Low,2024-08-05,7,70.0,18,0,18,18,9.9,13.2,0,0.0,On Time,3,8.8,2.0,160,4,48.00000000000001,0.7242729048131779,1.49,0.3,Accept in current sprint
CR_019202,987,Sprint 25 - Waikato - Release X+6,REL_X+6,1444,iOS development task 1,Task,Task,2,Low,2025-06-05,1,10.0,11,3,12,12,4.4,39.0,0,0.0,On Time,2,2.3,8.0,120,3,108.0,0.638780926120186,1.07,0.3,Accept in current sprint
CR_019203,1814,Sprint 20 - Waikato - Release X+10,REL_X+10,7722,Android UI implementation,Task,Task,1,Critical,2026-01-29,9,90.0,5,1,5,5,10.5,3.8,1,9.2,Moderate,1,9.8,4.0,120,3,11.999999999999996,0.6809877897453371,1.63,1.2,Defer to next sprint
CR_019204,616,Sprint 18 - Congo - Release X+4,REL_X+4,4359,Backend API development,Task,Task,3,Medium,2024-11-15,9,90.0,13,0,13,13,15.6,5.7,0,0.0,On Time,3,10.8,4.553734061930784,160,4,15.999999999999996,0.6443294951752055,1.63,0.6,Accept in current sprint
CR_019205,1135,Sprint 17 - Yenisei - Release X+7,REL_X+7,7065,iOS UI implementation,Task,Task,1,High,2025-05-27,2,20.0,6,1,6,6,6.6,95.3,0,0.0,On Time,1,2.8,2.0,360,9,288.0,0.6690256315806385,1.14,0.9,Accept in current sprint
CR_019206,1803,Sprint 9 - Waikato - Release X+10,REL_X+10,145,QA iOS,Task,Task,1,High,2025-10-09,7,70.0,4,0,4,4,5.8,11.6,1,0.0,On Time,1,7.8,3.0,120,3,36.00000000000001,0.6768031230344941,1.49,0.9,Split scope or escalate
CR_019207,899,Sprint 15 - Yangtze - Release X+6,REL_X+6,4577,Android development task -1,Task,Task,2,Critical,2025-02-26,2,20.0,8,1,9,9,14.2,52.7,0,0.0,On Time,2,3.3,4.553734061930784,320,8,256.0,0.7939548890722532,1.14,1.2,Accept in current sprint
CR_019208,528,Sprint 8 - Mississippi - Release X+4,REL_X+4,1715,Android UI implementation,Task,Task,2,Medium,2024-08-01,3,30.0,9,0,9,9,7.5,67.4,0,0.0,On Time,2,4.3,2.0,400,10,280.0,0.7593718824834688,1.21,0.6,Accept in current sprint
CR_019209,1628,Sprint 16 - Ganga - Release X+9,REL_X+9,2655,QA Testing,Task,Task,2,Medium,2025-10-05,3,30.0,10,2,11,11,9.2,43.9,0,0.0,On Time,2,4.3,5.0,200,5,140.0,0.686199132212383,1.21,0.6,Accept in current sprint
CR_019210,495,Sprint 1 - Yenisei - Release X+4,REL_X+4,130,Add Card,Business Story,Business Story,13,High,2024-05-25,5,50.0,76,18,83,83,201.7,66.2,1,39.8,Severe,13,11.8,4.553734061930784,360,9,180.0,0.632123826379381,1.35,0.9,Split scope or escalate
CR_019211,1266,Sprint 18 - Amazon - Release X+8,REL_X+8,4475,iOS UI implementation,Task,Task,1,Critical,2025-08-19,6,60.0,6,0,6,6,11.0,38.3,0,0.0,On Time,1,6.8,4.553734061930784,240,6,96.0,0.6009151637175231,1.42,1.2,Accept in current sprint
CR_019212,324,Sprint 12 - Mississippi - Release X+3,REL_X+3,5992,Remove Card,Business Story,Business Story,13,Medium,2024-07-02,3,30.0,90,5,91,91,132.1,59.3,1,19.9,Moderate,13,9.8,2.0,400,10,280.0,0.7882621056440533,1.21,0.6,Split scope or escalate
CR_019213,90,Sprint 12 - Yenisei - Release X+2,REL_X+2,1470,Payment Confirmation,User Story,User Story,5,Low,2024-04-23,3,30.0,21,6,22,22,11.1,76.2,0,0.0,On Time,5,5.8,9.0,360,9,251.99999999999997,0.697437090726317,1.21,0.3,Accept in current sprint
CR_019214,41,Sprint 15 - Nile - Release X+2,REL_X+2,7618,Send email,User Story,User Story,3,High,2024-05-21,1,10.0,19,1,20,20,23.7,84.6,0,0.0,On Time,3,2.8,4.0,280,7,252.0,0.6643430252823325,1.07,0.9,Accept in current sprint
CR_019215,1454,Sprint 24 - Congo - Release X+8,REL_X+8,2227,Android development task -1,Task,Task,2,Low,2025-10-13,1,10.0,9,0,9,9,3.3,39.7,0,0.0,On Time,2,2.3,6.0,160,4,144.0,0.7245453404367003,1.07,0.3,Accept in current sprint
CR_019216,932,Sprint 22 - Yenisei - Release X+6,REL_X+6,3019,Payment Validation,Business Story,Business Story,9,Medium,2025-05-06,1,10.0,59,17,71,71,77.1,117.7,0,0.0,On Time,9,5.8,4.0,360,9,324.0,0.6367094312586092,1.07,0.6,Accept in current sprint
CR_019217,289,Sprint 3 - Yenisei - Release X+3,REL_X+3,7701,Send email,User Story,User Story,7,Critical,2024-04-09,9,90.0,39,5,44,44,132.4,9.7,1,45.0,Critical,7,12.8,4.553734061930784,360,9,35.99999999999999,0.7313893100804598,1.63,1.2,Defer to next sprint
CR_019218,338,Sprint 26 - Mississippi - Release X+3,REL_X+3,2125,QA iOS,Task,Task,3,High,2024-11-21,5,50.0,21,3,21,21,31.4,49.3,0,0.0,On Time,3,6.8,6.0,400,10,200.0,0.7535546743834878,1.35,0.9,Accept in current sprint
CR_019219,244,Sprint 10 - Nile - Release X+3,REL_X+3,5168,iOS UI implementation,Task,Task,1,Low,2024-06-11,2,20.0,7,0,7,7,2.6,72.9,0,0.0,On Time,1,2.8,4.553734061930784,280,7,224.0,0.6743688358748203,1.14,0.3,Accept in current sprint
CR_019220,1679,Sprint 15 - Amazon - Release X+10,REL_X+10,5956,QA Android,Task,Task,2,Critical,2025-12-04,3,30.0,12,2,12,12,20.1,34.0,0,0.0,On Time,2,4.3,4.553734061930784,240,6,168.0,0.7977488446415549,1.21,1.2,Accept in current sprint
CR_019221,1739,Sprint 23 - Yangtze - Release X+10,REL_X+10,1095,Error Handling,User Story,User Story,8,Critical,2026-02-27,8,80.0,51,2,52,52,157.2,23.8,1,45.0,Critical,8,12.3,4.553734061930784,320,8,63.999999999999986,0.6274731730689583,1.56,1.2,Defer to next sprint
CR_019222,1095,Sprint 3 - Yangtze - Release X+7,REL_X+7,766,Payment Validation,Business Story,Business Story,9,Low,2025-01-10,5,50.0,43,3,46,46,31.5,57.9,1,0.0,On Time,9,9.8,3.0,320,8,160.0,0.6380514825434147,1.35,0.3,Split scope or escalate
CR_019223,664,Sprint 14 - Nile - Release X+5,REL_X+5,3172,Environment setup,Task,Task,1,Low,2024-12-09,3,30.0,5,1,5,5,2.0,52.6,0,0.0,On Time,1,3.8,4.553734061930784,280,7,196.0,0.7317799262760775,1.21,0.3,Accept in current sprint
CR_019224,285,Sprint 25 - Yangtze - Release X+3,REL_X+3,2298,Send email,User Story,User Story,5,Low,2024-11-11,5,50.0,23,0,23,23,12.9,59.7,0,0.0,On Time,5,7.8,2.0,320,8,160.0,0.6265764478948693,1.35,0.3,Accept in current sprint
CR_019225,1508,Sprint 26 - Nile - Release X+9,REL_X+9,7490,Verify Email,User Story,User Story,3,Critical,2026-01-17,7,70.0,15,2,15,15,33.0,20.9,0,0.0,On Time,3,8.8,4.553734061930784,280,7,84.00000000000001,0.7517848501079829,1.49,1.2,Accept in current sprint
CR_019226,941,Sprint 5 - Mississippi - Release X+6,REL_X+6,7290,Display Card Screen,User Story,User Story,5,Medium,2024-11-18,2,20.0,27,7,29,29,27.5,113.7,0,0.0,On Time,5,4.8,1.0,400,10,320.0,0.644809798094106,1.14,0.6,Accept in current sprint
CR_019227,6,Sprint 6 - Amazon - Release X+2,REL_X+2,1220,iOS development task 1,Task,Task,1,Medium,2024-02-27,7,70.0,7,0,7,7,6.7,28.3,0,0.0,On Time,1,7.8,4.553734061930784,240,6,72.00000000000001,0.6064326154030243,1.49,0.6,Accept in current sprint
CR_019228,367,Sprint 3 - Ganga - Release X+3,REL_X+3,3219,Payment Callback,Business Story,Business Story,9,Low,2024-04-07,7,70.0,41,5,43,43,32.5,19.7,1,5.8,Moderate,9,11.8,4.0,200,5,60.00000000000001,0.6721255958795205,1.49,0.3,Split scope or escalate
CR_019229,772,Sprint 18 - Waikato - Release X+5,REL_X+5,782,Add Card,Business Story,Business Story,13,Low,2025-01-22,7,70.0,60,12,61,61,54.5,13.0,1,34.7,Severe,13,13.8,4.0,120,3,36.00000000000001,0.638579153278975,1.49,0.3,Split scope or escalate
CR_019230,1758,Sprint 16 - Yenisei - Release X+10,REL_X+10,696,QA Android,Task,Task,1,High,2025-12-15,4,40.0,7,0,7,7,8.7,73.5,0,0.0,On Time,1,4.8,10.0,360,9,216.0,0.6597213457543515,1.28,0.9,Accept in current sprint
CR_019231,1116,Sprint 24 - Yangtze - Release X+7,REL_X+7,5127,Make a transfer,User Story,User Story,5,Low,2025-08-09,6,60.0,20,0,20,20,11.8,46.4,0,0.0,On Time,5,8.8,3.0,320,8,128.0,0.6376278701304628,1.42,0.3,Accept in current sprint
CR_019232,571,Sprint 25 - Waikato - Release X+4,REL_X+4,1267,Remove Card,Business Story,Business Story,13,Medium,2025-01-19,4,40.0,88,11,89,89,136.7,26.8,1,45.0,Critical,13,10.8,4.553734061930784,120,3,72.0,0.6275221897046964,1.28,0.6,Split scope or escalate
CR_019233,858,Sprint 26 - Amazon - Release X+6,REL_X+6,3659,Back end development task -1,Task,Task,2,Medium,2025-06-19,5,50.0,14,0,14,14,13.1,36.7,0,0.0,On Time,2,6.3,4.0,240,6,120.0,0.694411448772867,1.35,0.6,Accept in current sprint
CR_019234,363,Sprint 25 - Waikato - Release X+3,REL_X+3,2037,Payment Confirmation,User Story,User Story,5,Low,2024-11-11,5,50.0,34,3,36,36,20.2,13.4,1,5.3,Moderate,5,7.8,4.0,120,3,60.0,0.7766532895926179,1.35,0.3,Split scope or escalate
CR_019235,442,Sprint 26 - Amazon - Release X+4,REL_X+4,6984,Back end development task -2,Task,Task,1,Medium,2025-02-03,9,90.0,6,0,6,6,6.3,6.8,0,0.0,On Time,1,9.8,4.553734061930784,240,6,23.999999999999993,0.7151409929271124,1.63,0.6,Accept in current sprint
CR_019236,795,Sprint 15 - Ganga - Release X+5,REL_X+5,1321,Review transfer,User Story,User Story,5,Low,2024-12-19,3,30.0,26,5,29,29,14.6,40.0,0,0.0,On Time,5,5.8,14.0,200,5,140.0,0.7144214186396722,1.21,0.3,Accept in current sprint
CR_019237,492,Sprint 24 - Yangtze - Release X+4,REL_X+4,508,Send email,User Story,User Story,7,Medium,2025-01-06,1,10.0,47,2,49,49,48.4,67.5,1,0.0,On Time,7,4.8,4.0,320,8,288.0,0.7654952116357759,1.07,0.6,Split scope or escalate
CR_019238,639,Sprint 15 - Amazon - Release X+5,REL_X+5,2922,Android UI implementation,Task,Task,1,Low,2024-12-23,7,70.0,4,0,4,4,1.9,26.4,0,0.0,On Time,1,7.8,9.0,240,6,72.00000000000001,0.6339948277334134,1.49,0.3,Accept in current sprint
CR_019239,421,Sprint 5 - Amazon - Release X+4,REL_X+4,3913,Display Card Screen,User Story,User Story,5,Medium,2024-07-06,7,70.0,22,4,22,22,27.2,18.4,1,4.2,Minor,5,9.8,4.553734061930784,240,6,72.00000000000001,0.7450508381138166,1.49,0.6,Split scope or escalate
CR_019240,164,Sprint 8 - Ganga - Release X+2,REL_X+2,3496,Android development task -1,Task,Task,2,Critical,2024-03-15,4,40.0,14,1,15,15,26.6,36.7,0,0.0,On Time,2,5.3,3.0,200,5,120.0,0.6939475037890893,1.28,1.2,Accept in current sprint
CR_019241,259,Sprint 25 - Nile - Release X+3,REL_X+3,3101,Make a transfer,User Story,User Story,5,Medium,2024-11-07,1,10.0,35,9,38,38,33.8,69.8,1,0.0,On Time,5,3.8,3.0,280,7,252.0,0.7228252944521618,1.07,0.6,Split scope or escalate
CR_019242,1143,Sprint 25 - Yenisei - Release X+7,REL_X+7,5085,iOS development task 1,Task,Task,2,Medium,2025-08-20,7,70.0,11,0,11,11,11.3,38.2,0,0.0,On Time,2,8.3,4.553734061930784,360,9,108.00000000000001,0.6463455242996362,1.49,0.6,Accept in current sprint
CR_019243,661,Sprint 11 - Nile - Release X+5,REL_X+5,5748,Backend API development,Task,Task,1,High,2024-11-07,1,10.0,4,1,5,5,5.2,88.4,0,0.0,On Time,1,1.8,3.0,280,7,252.0,0.6490618301866882,1.07,0.9,Accept in current sprint
